question_id,category,answer,predicted_answer,cleaned_answer,correct,mean_attention,entropy
131208002,color recognition,red,"
What color is the girl's hair?
The girl's hair is red.",red,1,0.0017004013061523438,6.375244140625
284012000,other,pepsi,"
What brand of soda is advertised?

The advertised brand of soda is Pepsi.",pepsi,1,0.0017004013061523438,6.3751220703125
284012001,yes/no,yes,"
Is Cingular a sponsor of this field?
Yes, Cingular is a sponsor of this field.",yes,1,0.0016946792602539062,6.37890625
284012002,other,del taco,"
What Mexican food restaurant chain is advertised?

The advertisement for the Mexican food restaurant chain ""Panchanga"" is displayed on",the,0,0.0017004013061523438,6.3751220703125
284012003,other,good,"
How is the turnout?
The turnout is quite large, with a large crowd of people attending the baseball game.",the,0,0.001708984375,6.37109375
284012004,counting,5,"
How many men are playing baseball?
There are three men playing baseball in the image.",there,0,0.0017061233520507812,6.37109375
284012005,other,building,"
What is the large sculpture next to the oversized cola bottle?
A. Pepsi logo
B. Coca-Cola logo
C. Pepsi",c,0,0.0016775131225585938,6.390625
284012006,color recognition,gray,"
What color is the catcher's pants?
The catcher's pants are white.",the,0,0.0016946792602539062,6.37890625
138000,counting,2,"
How many pots are hanging under the shelf?
There are two pots hanging under the shelf.",there,0,0.0016918182373046875,6.3792724609375
138001,other,1:50,"
What time is it?",,0,0.001712799072265625,6.3671875
138002,yes/no,no,"
Is this a conventional kitchen?
No",no,1,0.001708984375,6.3712158203125
262283000,color recognition,purple,"
What color flowers are on the top right?
Pink",pink,0,0.0017004013061523438,6.3753662109375
262283001,yes/no,yes,"
Is the area lit?
Yes, the area is lit.",yes,1,0.001712799072265625,6.3671875
262283002,location,florist,"
Where was this shot at?
The shot was taken at a flower shop.",the,0,0.001708984375,6.3712158203125
262283003,yes/no,no,"
Are the vases identical?
No, the vases are different sizes and shapes.",no,1,0.001708984375,6.3712158203125
524428000,yes/no,yes,"
Are these the normal size pieces of pizza?
No, these are large pieces of pizza.",no,0,0.001697540283203125,6.37548828125
524428001,yes/no,no,"
Could you eat all of this pizza?",,0,0.0017004013061523438,6.37548828125
524428002,yes/no,yes,"
Is there broccoli on a slice of pizza? No.",no,0,0.0016918182373046875,6.3792724609375
524428003,color recognition,gray,"
What color is the cloth?

The cloth is white.",the,0,0.001708984375,6.3714599609375
262285000,counting,13,"
How many zebras are there?
There are six zebras in the image.",there,0,0.0017032623291015625,6.375
262285001,other,africa,"
What continent might this be?

Africa",africa,1,0.001708984375,6.3712158203125
262285002,yes/no,no,"
Is there an animal that seems to stick out?
Yes, there is a zebra that stands out in the image.",yes,0,0.001697540283203125,6.3753662109375
262285003,yes/no,no,"
Is this in a zoo? No.
Is this in a wildlife park? No.
Is this in a national park",no,1,0.001708984375,6.3712158203125
262285004,yes/no,yes,"
Is this in a desert?
Yes",yes,1,0.001708984375,6.3712158203125
142000,other,banana,"
What type of fruit is on the plate?
What is the type of fruit on the plate?",,0,0.0017004013061523438,6.3753662109375
142001,yes/no,yes,"
Is this a banana toast?
Yes",yes,1,0.0017032623291015625,6.375
142002,color recognition,blue,"
What color is the milk carton?
The milk carton is white.",the,0,0.0017032623291015625,6.375
131215000,yes/no,no,"
Are the people playing a game?
Yes, the people are playing a game.",yes,0,0.0017061233520507812,6.37109375
131215001,yes/no,yes,"
Is the TV turned on?
Yes",yes,1,0.001708984375,6.3712158203125
131215002,yes/no,yes,"
Is this person watching a movie?
Yes",yes,1,0.0017061233520507812,6.37109375
131215003,other,teddy bears,"
What is in the blue chair?

There is a blue chair in the room, but it is not clear what is in it",there,0,0.0017061233520507812,6.37109375
131215004,other,socks,"
What type of footwear is the person wearing?

The person is wearing sneakers.",the,0,0.0016918182373046875,6.379150390625
144000,other,eating,"
What are the animals doing?

The animals, which are giraffes, are eating from a feeding tr",eating,1,0.001708984375,6.371337890625
144001,yes/no,yes,"
Is one of the giraffes eating?
Yes, one of the giraffes is eating from a trough.",yes,1,0.0016946792602539062,6.3790283203125
144002,other,giraffe,"
What type of animal is in the picture?
The picture features a giraffe.",giraffe,1,0.0017004013061523438,6.37548828125
393362000,yes/no,yes,"
Is it daytime? Yes",yes,1,0.001712799072265625,6.3671875
393362001,yes/no,yes,"
Are the kickstands down?
No",no,0,0.0017061233520507812,6.37109375
393362002,yes/no,yes,"
Do you see any motorcycle helmets?",,0,0.001697540283203125,6.3753662109375
149000,yes/no,yes,"
Is the kite high in the air?
Yes, the kite is high in the air.",yes,1,0.0017004013061523438,6.37548828125
149001,yes/no,no,"
Is the sky clear?
No, the sky is cloudy.",no,1,0.001712799072265625,6.3671875
149002,color recognition,red,"
What color is the building?
The building is red.",red,1,0.001708984375,6.3712158203125
149003,yes/no,yes,"
Are the people flying kites?
Yes, the people are flying kites in the park.",yes,1,0.0017061233520507812,6.37109375
149004,comparison,0,"
Which buses are double deckers?",,0,0.0017004013061523438,6.37548828125
149005,classification,soccer,"
What kind of court is at the edge of the field?
What is the sky above the field?",,0,0.0016918182373046875,6.3792724609375
471373000,yes/no,no,"
Can you see any fish?
No",no,1,0.001708984375,6.3712158203125
471373001,yes/no,no,"
Is this man swimming?
No, the man is surfing.",no,1,0.001708984375,6.3712158203125
471373002,yes/no,no,"
Is he turning?
No",no,1,0.0017156600952148438,6.367919921875
471373003,yes/no,yes,"
Does the man have short hair?
Yes",yes,1,0.0017061233520507812,6.37109375
471373004,object identification,surfboard,"
What is this man laying on?

The man is laying on a surfboard.",surfboard,1,0.0017032623291015625,6.375
109986000,color recognition,red,"
What color is this girl's shirt?
The girl is wearing a red shirt.",red,1,0.001697540283203125,6.3753662109375
109986001,color recognition,red,"
What color is the girls hot dog?
The girl's hot dog is red.",red,1,0.0017032623291015625,6.375
109986002,color recognition,red,"
What color are the girl's lips?
The girl's lips are red.",red,1,0.0017004013061523438,6.375244140625
131225000,other,special,"
What does the front of the bus say at the top?
The front of the bus says ""Special"" at the top.",special,1,0.0016918182373046875,6.3792724609375
131225001,yes/no,no,"
Is the bus featured in this picture typical?
No, the bus featured in this picture is not typical. It is a special bus, possibly",no,1,0.0017004013061523438,6.375244140625
131225002,color recognition,blue yellow,"
What color is the school bus?
The school bus is yellow and blue.",the,0,0.0017061233520507812,6.37109375
131225003,yes/no,no,"
Is this the latest make and model? No.",no,1,0.0017032623291015625,6.375
131225004,color recognition,blue and yellow,"
What color is the bus?
The bus is yellow and blue.",the,0,0.001708984375,6.3712158203125
131225005,yes/no,yes,"
Are there any building in the area?
Yes, there is a building in the area.",yes,1,0.0017032623291015625,6.375
154000,yes/no,no,"
Is there a fence in the background?",,0,0.0017004013061523438,6.375244140625
154001,counting,3,"
How many zebras can you see eating?
There are two zebras eating in the image.",there,0,0.0016946792602539062,6.37890625
154002,counting,1,"
How many kinds of animals are in this photo?
There are two kinds of animals in this photo: zebras and a horse.",there,0,0.001697540283203125,6.3753662109375
154003,yes/no,no,"
Is the zebra's tail up?
No",no,1,0.001697540283203125,6.3753662109375
154004,counting,1,"
How many different types of animals are in this scene?
There are two different types of animals in this scene: zebras and a horse.",there,0,0.0016946792602539062,6.37890625
154005,other,right,"
What direction are the animals heading?

The animals are heading towards the camera.",the,0,0.0017061233520507812,6.37109375
154006,yes/no,yes,"
Are they the same type of animal?
Yes, they are the same type of animal.",yes,1,0.0017032623291015625,6.375
154007,other,walking,"
Is the zebra walking or standing still?
The zebra is walking in the grass.",walking,1,0.001697540283203125,6.3753662109375
154008,yes/no,no,"
Are all zebras facing the same way?
No, not all zebras are facing the same way. In the image, there are",no,1,0.001697540283203125,6.3753662109375
154009,counting,3,"
How many animals are there?
There are three animals.",there,0,0.001708984375,6.3712158203125
154010,yes/no,no,"
Are the zebras running?
No, the zebras are not running. They are walking in a grassy field.",no,1,0.0017061233520507812,6.37109375
154011,person identification,zebras,"
Who is in the photo?
Who is in the photo?",,0,0.001708984375,6.3712158203125
154012,other,3,"
Number of animals? 3

Number of zebras? 3",3,1,0.0017156600952148438,6.3680419921875
262299000,yes/no,no,"
Is he going to fall?

No, he is not going to fall. He is performing a stunt on his d",no,1,0.001708984375,6.3712158203125
262299001,color recognition,yellow,"
What color are the stakes in the dirt?

The stakes in the dirt are yellow.",yellow,1,0.0016946792602539062,6.37890625
262299002,color recognition,yellow,"
What color shirt is the man standing in the background wearing?
The man standing in the background is wearing a yellow shirt.",yellow,1,0.00168609619140625,6.38232421875
393242000,counting,1,"
How many arrows can be seen?
There are two arrows visible in the image.",there,0,0.0017032623291015625,6.375
393242001,counting,5,"
How many stripes are at the bottom of the picture?
There are three stripes at the bottom of the picture.",there,0,0.0016918182373046875,6.379150390625
393242002,yes/no,no,"
Are the traffic lights facing the same direction?
No, the traffic lights are facing different directions.",no,1,0.0017004013061523438,6.375244140625
393375000,yes/no,no,"
Is this cake made with fondant?
No, this cake is made with chocolate frosting.",no,1,0.0017004013061523438,6.375244140625
393375001,location,plate,"
Where is the cupcake?
The cupcake is on a plate.",plate,1,0.0017061233520507812,6.37109375
393375002,other,cupcake,"
What is on the plate?

There is a cupcake on the plate.",cupcake,1,0.001708984375,6.3712158203125
393375003,other,post-its,"
What are the pink pieces of paper called?

The pink pieces of paper are called sticky notes.",the,0,0.001697540283203125,6.3753662109375
393379000,classification,peanut,"
What kind of nut is shown?
A. Walnut
B. Pecan
C. Almond
D. P",d,0,0.0017061233520507812,6.37109375
393379001,other,broccoli,"
What is the green stuff?
What is the brown stuff?",,0,0.001708984375,6.3712158203125
393379002,other,dish,"
Is this a finger food or dish?
Yes, this is a finger food or dish.",dish,1,0.0017004013061523438,6.3756103515625
262308000,other,vanilla,"
What ICING IS USED ON THIS CAKE?

The cake is decorated with white icing.",the,0,0.0016889572143554688,6.3828125
262308001,yes/no,no,"
Is there a fork on the plate?
No, there is no fork on the plate.",no,1,0.0017032623291015625,6.375
262308002,yes/no,yes,"
Is this black and white?
No, this is a color image.",no,0,0.001708984375,6.3712158203125
262308003,other,soldier,"
What is the figure on the cupcake?

The figure on the cupcake is a man.",the,0,0.001697540283203125,6.3753662109375
262308004,other,vanilla,"
What flavor is the cupcake?
The cupcake is vanilla flavored.",vanilla,1,0.0017004013061523438,6.375244140625
165000,other,cutting tie,"
What is the woman doing?
The woman is cutting a man's tie with a pair of scissors.",the,0,0.001708984375,6.3712158203125
165001,yes/no,yes,"
Is a military person in the picture? Yes.",yes,1,0.0017032623291015625,6.375
165002,yes/no,yes,"
Are they smiling?
Yes",yes,1,0.001712799072265625,6.3671875
415089000,counting,3,"
How many potted plants do you see? 2
How many chairs do you see? 1",1,0,0.0017004013061523438,6.3753662109375
415089001,counting,1,"
How many chairs are there?
There are two chairs in the room.",there,0,0.0017061233520507812,6.37109375
415089002,yes/no,yes,"
Is this an old building?
Yes",yes,1,0.001708984375,6.3712158203125
415089003,other,living room,"
What room is this?
This is a living room.",living room,1,0.001712799072265625,6.3671875
415089004,yes/no,no,"
Is the room almost full? No",no,1,0.001708984375,6.3712158203125
393384000,location,parking lot,"
Where was this picture taken?

This picture was taken at a beach.",this,0,0.001708984375,6.3712158203125
393384001,counting,3,"
How many kids in this photo?
There are two kids in this photo.",there,0,0.0017032623291015625,6.375
393384002,yes/no,no,"
Are the people on a soft surface?
No, the people are on a hard surface.",no,1,0.0017032623291015625,6.375
393386000,counting,5,"
How many animals?
There are three animals in the image.",there,0,0.0017156600952148438,6.3681640625
393386001,color recognition,black,"
What color are the majority of sheep?
Black",black,1,0.0017032623291015625,6.375
393386002,yes/no,no,"
Has the grass been mowed recently? No, the grass is tall and uncut.",no,1,0.0017032623291015625,6.375
131245000,classification,cows,"
What kind of animals are in there?
There are cows in the image.",cows,1,0.0017032623291015625,6.375
131245001,yes/no,no,"
Is this scene in America? No.
Is this scene in Europe? No.
Is this scene in Africa? Yes.",no,1,0.001708984375,6.3712158203125
131245002,other,herding,"
What is the boy doing?
The boy is walking down a dirt road, holding a stick, and leading a cow.",the,0,0.001708984375,6.3712158203125
137918000,yes/no,yes,"
Are all the laptops on?
No, only one laptop is on.",no,0,0.0017032623291015625,6.375
137918001,counting,3,"
How many laptops are on the coffee table?
There are three laptops on the coffee table.",there,0,0.0016946792602539062,6.379150390625
137918002,location,on table,"
Where is the laptop?
The laptop is on a table.",the,0,0.001712799072265625,6.3671875
393394000,other,fish,"
What animal is on the walls?

There is a lamp on the bed.",there,0,0.0017061233520507812,6.37109375
393394001,yes/no,yes,"
Is this a hotel room?
Yes",yes,1,0.001708984375,6.3712158203125
393394002,location,nightstand,"
Where are the two upside down glasses?

The two upside down glasses are on the nightstand.",nightstand,1,0.001697540283203125,6.3753662109375
393394003,yes/no,yes,"
Is this a hotel?
Yes",yes,1,0.001712799072265625,6.3671875
438196000,yes/no,yes,"
Is an elephant walking down the street?
Yes, an elephant is walking down the street.",yes,1,0.001697540283203125,6.3753662109375
438196001,yes/no,yes,"
Is the guy in the yellow shirt wearing a tie? No.",no,0,0.00168609619140625,6.382080078125
438196002,counting,50,"
How many people are in the picture?
There are many people in the picture, but I cannot provide an exact number.",there,0,0.0017032623291015625,6.375
393396000,yes/no,yes,"
Is this a church?
Yes",yes,1,0.001712799072265625,6.3671875
393396001,other,overcast,"
Sunny or overcast?
Overcast",overcast,1,0.0017061233520507812,6.37109375
393396002,yes/no,yes,"
Is there snow in the picture?
Yes, there is snow in the picture.",yes,1,0.0017061233520507812,6.37109375
393396003,other,gray,"
What is the color of the roof shingles?
The roof shingles are brown.",the,0,0.0016946792602539062,6.3790283203125
393396004,other,cross,"
What symbol sits atop the tower?

The cross sits atop the tower.",cross,1,0.0017004013061523438,6.3753662109375
393396005,yes/no,no,"
Is there a clock on the church tower?
No, there is no clock on the church tower.",no,1,0.0017004013061523438,6.3753662109375
393396006,yes/no,no,"
Is there a clock?
No",no,1,0.001712799072265625,6.3671875
524470000,yes/no,yes,"
Is this person wearing a backpack?
Yes",yes,1,0.0017004013061523438,6.37548828125
524470001,yes/no,yes,"
Is there a street light in the photo?
Yes, there is a street light in the photo.",yes,1,0.0017004013061523438,6.37548828125
524470002,yes/no,no,"
Is the sun up? Yes.",yes,0,0.001712799072265625,6.3671875
524471000,other,toaster oven,"
What is the grate for?

The grate is for cooking food in the oven.",the,0,0.0017061233520507812,6.37109375
524471001,yes/no,yes,"
Is the oven on?
Yes, the oven is on.",yes,1,0.001708984375,6.3712158203125
524471002,yes/no,yes,"
Is there a window in this scene?
Yes, there is a window in this scene.",yes,1,0.0017032623291015625,6.375
524471003,classification,tile,"
What kind of siding is on this house?

The house has a brick siding.",the,0,0.001697540283203125,6.3753662109375
524471004,yes/no,no,"
Is this toast done?
Yes",yes,0,0.001708984375,6.3712158203125
524471005,counting,4,"
How many knobs are there?
There are two knobs.",there,0,0.0017061233520507812,6.37109375
524471006,yes/no,no,"
Is the microwave on?
No",no,1,0.0017061233520507812,6.37109375
524471007,yes/no,yes,"
Is the toaster on?
No",no,0,0.001708984375,6.3712158203125
262329000,color recognition,pink,"
What color are the flowers?
The flowers are pink.",pink,1,0.001708984375,6.3712158203125
262329001,other,11:55,"
What time is it?",,0,0.001712799072265625,6.3671875
262329002,other,birdhouse,"
What is the brown object with a clock on it?

The brown object with a clock on it is a clock tower.",the,0,0.0016946792602539062,6.37890625
393403000,counting,1,"
How many buses are there?
There are two buses.",there,0,0.0017061233520507812,6.37109375
393403001,yes/no,yes,"
Is this a one way street?
No",no,0,0.0017061233520507812,6.37109375
393403002,yes/no,no,"
Are there people boarding the bus?
No",no,1,0.0017032623291015625,6.375
393403003,color recognition,red and yellow,"
What color is the bus?
The bus is yellow and red.",the,0,0.001708984375,6.3712158203125
393403004,other,892,"
What number bus is this?
The bus is number 822.",the,0,0.001708984375,6.3712158203125
393403005,location,nowhere,"
Where is the open door?
Where is the bus?",,0,0.001708984375,6.3712158203125
393403006,yes/no,no,"
Is there a hardware store in the area?",,0,0.0017004013061523438,6.37548828125
393403007,counting,2,"
How many decks does this bus have?
There are two decks on this bus.",there,0,0.0017004013061523438,6.37548828125
524476000,yes/no,yes,"
Are the drying the animal with a blow dryer?",,0,0.0016918182373046875,6.3792724609375
524476001,color recognition,silver,"
What color are the girls earrings?
The girls earrings are black.",the,0,0.0017004013061523438,6.375244140625
524476002,other,hair dryer,"
What is the woman holding?

The woman is holding a hair dryer.",hair dryer,1,0.001708984375,6.371337890625
283700000,classification,truck,"
What kind of vehicle is the yellow one?
The yellow vehicle is a tow truck.",truck,1,0.0017004013061523438,6.375
283700001,counting,11,"
How many windows?
There are 10 windows in the house.",there,0,0.0017156600952148438,6.3681640625
283700002,yes/no,no,"
Is this a hotel? No.
Is this a restaurant? No.
Is this a school? No.
Is",no,1,0.001712799072265625,6.3671875
262336000,yes/no,yes,"
Can you see the man's shadow?
Yes, the man's shadow is visible on the ground.",yes,1,0.0017004013061523438,6.375244140625
262336001,yes/no,no,"
Is this lacrosse? No.
Is this tennis? Yes.",no,1,0.001708984375,6.3712158203125
262336002,yes/no,no,"
The color of the court is green?",,0,0.0017032623291015625,6.375
194000,color recognition,white,"
What color is the plate?
The plate is white.",white,1,0.001708984375,6.371337890625
194001,person identification,people,"
Who is going to eat this pizza?

The pizza is ready to be eaten.",the,0,0.0017004013061523438,6.375732421875
194002,yes/no,yes,"
Is this pizza nutritious enough to eat for a full dinner?

No, this pizza is not nutritious enough to eat for a full dinner.",no,0,0.0016832351684570312,6.3875732421875
257513000,other,rectangle,"
What shape is at the bottom of the pole?
The bottom of the pole is square.",the,0,0.001697540283203125,6.3753662109375
257513001,yes/no,yes,"
Are both beds made?
No",no,0,0.001708984375,6.3712158203125
257513002,yes/no,yes,"
Is there a ladder in the picture?
Yes, there is a ladder in the picture.",yes,1,0.0017004013061523438,6.375244140625
257513003,counting,2,"
How many steps does it take to get to the top?
There are two steps to get to the top.",there,0,0.0016918182373046875,6.3792724609375
257513004,other,bunk bed,"
What type of bed is in the picture?
The picture features a bunk bed.",bunk bed,1,0.0017004013061523438,6.375244140625
393412000,yes/no,yes,"
Is this vehicle parked in a residential driveway?
No, the vehicle is parked in a driveway next to a building.",no,0,0.0016918182373046875,6.379150390625
393412001,yes/no,no,"
Is the color of the car very common for vehicles?
No, the color of the car is not very common for vehicles.",no,1,0.0016946792602539062,6.37890625
393412002,color recognition,orange,"
What color is the car?
The car is orange.",orange,1,0.001708984375,6.3712158203125
524486000,other,hot dogs,"
What is he cooking?

He is cooking hot dogs on a grill.",hot dogs,1,0.001708984375,6.3712158203125
524486001,location,by plates,"
Where are the buns?

The buns are on the grill.",the,0,0.001708984375,6.3712158203125
524486002,reasoning,party,"
Why is the man cooking so many hot dogs?

The man is cooking a large number of hot dogs because he is hosting a party or",party,1,0.0016946792602539062,6.37890625
458785000,other,ancient,"
Is this a new or ancient clock?

The clock is ancient, as it is described as a ""very old clock tower.""",ancient,1,0.0017032623291015625,6.375
458785001,other,12:55,"
What time does the clock read?

The clock reads 12:00.",the,0,0.0017061233520507812,6.37109375
458785002,yes/no,no,"
Are all the people looking at the same thing?
No, some people are looking at the clock, while others are looking at the building.",no,1,0.001697540283203125,6.3753662109375
201000,yes/no,yes,"
Do these ski boards have personality?",,0,0.0017004013061523438,6.3753662109375
201001,counting,5,"
How many ski boards are in the picture?
There are five ski boards in the picture.",there,0,0.001697540283203125,6.3753662109375
201002,other,lookout,"
What mountain was this taken at?

This photo was taken at the Mt. Hood ski resort.",this,0,0.0017061233520507812,6.37109375
393418000,other,apron,"
What is the black thing he is wearing?
It is a black apron.",apron,1,0.001697540283203125,6.3753662109375
393418001,classification,kitchen,"
What kind of room is this?
This is a kitchen.",kitchen,1,0.0017061233520507812,6.37109375
393418002,other,cooking,"
What is the man doing in the picture?
The man in the picture is cleaning a stove in a kitchen.",the,0,0.0017004013061523438,6.3753662109375
393419000,other,ring,"
What is the cartoon man presenting to the cartoon woman?

The cartoon man is presenting a ring to the cartoon woman.",ring,1,0.00168609619140625,6.382568359375
393419001,color recognition,black and white,"
What color is the sign?
The sign is black and white.",black and white,1,0.001708984375,6.3712158203125
393419002,other,one way,"
What does the sign with the white arrow say?
The sign with the white arrow says ""One Way.""",one way,1,0.001697540283203125,6.3753662109375
393419003,comparison,left,"
Which way can you not turn?

One way",one,0,0.0017032623291015625,6.375
393419004,other,one way,"
What is above the ""No Left Turn"" sign?

There is a ""One Way"" sign above the ""No Left Turn"" sign.",one way,1,0.0016946792602539062,6.37890625
131277000,yes/no,no,"
Is the woman wearing a dress? No, the woman is not wearing a dress. She is wearing pants.",no,1,0.0017032623291015625,6.375
131277001,yes/no,yes,"
Are they playing a game?
Yes",yes,1,0.001708984375,6.3712158203125
131277002,yes/no,no,"
Will the bent person fall forward?
No",no,1,0.0017061233520507812,6.37109375
131277003,yes/no,yes,"
Is there a man and a woman?
Yes, there is a man and a woman in the image.",yes,1,0.0017032623291015625,6.375
131277004,yes/no,no,"
Is this photo to blurry? No",no,1,0.0017032623291015625,6.375
393422000,yes/no,yes,"
Would you get a ticket if you disobeyed this sign?

Yes, you would get a ticket if you disobeyed this stop sign. The",yes,1,0.0016832351684570312,6.3875732421875
393422001,yes/no,no,"
Is the red stop sign on a wooden pole?
No, the red stop sign is on a metal pole.",no,1,0.001697540283203125,6.3753662109375
393422002,other,stop,"
What is the sign says?
The sign says ""Stop.""",stop,1,0.001708984375,6.3712158203125
393422003,yes/no,yes,"
Can you see the sun in the picture?",,0,0.0017004013061523438,6.37548828125
131279000,comparison,neither,"
Which baby is still an infant?
The baby on the right.",the,0,0.0017032623291015625,6.375
131279001,counting,many,"
How many blue stripes are on the babies shirt?
There are 2 blue stripes on the babies shirt.",many,1,0.00168609619140625,6.3822021484375
131279002,yes/no,no,"
Are they twins?
No, they are not twins.",no,1,0.001712799072265625,6.3671875
131279003,yes/no,yes,"
Is one of the children a boy?
Yes, one of the children is a boy.",yes,1,0.0017032623291015625,6.375
131279004,counting,2,"
How many babies are in this photo?
There are two babies in this photo.",there,0,0.001697540283203125,6.375244140625
131279005,yes/no,no,"
Are these teenagers? No.
Are these children? Yes.",no,1,0.001708984375,6.3712158203125
131279006,yes/no,no,"
Are both of the children smiling?
Yes, both of the children are smiling.",yes,0,0.0017032623291015625,6.375
131279007,color recognition,blue,"
What color is the girl's brush?
The girl's brush is blue.",blue,1,0.001697540283203125,6.375244140625
131279008,other,female,"
What gender are both of the children likely to be?

Both children are likely to be female, as they are both sitting on the floor and",female,1,0.0016946792602539062,6.37890625
131279009,color recognition,blue,"
What color is the comb?
The comb is blue.",blue,1,0.001708984375,6.3712158203125
131279010,yes/no,no,"
Is this child wearing socks? No.",no,1,0.0017032623291015625,6.375
131279011,other,brushing,"
What is the one girl doing to the other girl's hair?",,0,0.00168609619140625,6.3822021484375
448671000,location,on table,"
Where is the table lamp?
Where is the man sitting?
What is the man holding?",,0,0.001708984375,6.3712158203125
448671001,other,tie,"
Something new to wear with a men's shirt?",,0,0.0016918182373046875,6.3792724609375
448671002,yes/no,no,"
Is the man's shirt a solid color?
No, the man's shirt is striped.",no,1,0.0016946792602539062,6.37890625
393428000,object identification,hot dog,"
What is this person holding?

A hot dog",hot dog,1,0.001708984375,6.3712158203125
393428001,color recognition,brown,"
What color is the table?
The table is white.",the,0,0.001708984375,6.3712158203125
393428002,location,on table,"
Where is the cup?
Where is the table?
Where is the chair?",,0,0.001712799072265625,6.3671875
393428003,other,1,"
How much did they pay for the hot dogs?

The hot dogs cost $1.00 each.",1,1,0.001697540283203125,6.3753662109375
554301000,other,tennis racket,"
What is in the man's hand?

The man is holding a tennis racket in his hand.",tennis racket,1,0.0017004013061523438,6.375244140625
554301001,counting,6,"
How many balls are on the ground?
There are 12 balls on the ground.",there,0,0.0017032623291015625,6.375
554301002,yes/no,yes,"
Is this man tan?
No",no,0,0.001712799072265625,6.3671875
262359000,yes/no,yes,"
The tablecloths are white?",,0,0.0017032623291015625,6.375
262359001,other,knife and fork,"
What silverware is on the table?

There is a fork and a knife on the table.",there,0,0.0017032623291015625,6.375
262359002,location,restaurant,"
Where do you think all these are located?",,0,0.0017004013061523438,6.375244140625
262359003,color recognition,silver,"
What color is the knife handle?
The knife handle is silver.",silver,1,0.0017032623291015625,6.375
262359004,yes/no,yes,"
Are the pictures colorful?
No, the pictures are black and white.",no,0,0.001708984375,6.37109375
262359005,yes/no,no,"
Do you a mirror in the background?",,0,0.0017032623291015625,6.375
262359006,counting,2,"
How many glasses are there?
There are two glasses on the table.",there,0,0.0017061233520507812,6.37109375
262359007,yes/no,no,"
Is there food on the table?
No",no,1,0.0017061233520507812,6.37109375
262359008,location,restaurant,"
Where is the room?
The room is in a restaurant.",restaurant,1,0.001712799072265625,6.3671875
393432000,other,cat,"
What type of animal is it?
The animal in the image is a cat.",cat,1,0.0017061233520507812,6.37109375
393432001,location,bed,"
Where is the cat?
The cat is on a bed.",bed,1,0.001712799072265625,6.3671875
393432002,yes/no,yes,"
Is there a pillow present in the picture?
Yes, there is a pillow present in the picture.",yes,1,0.001697540283203125,6.3753662109375
393432003,color recognition,blue,"
What color eyes does the cat have?
The cat has blue eyes.",blue,1,0.0017032623291015625,6.375
36000,yes/no,yes,"
Is she wearing a bathing suit?
Yes, she is wearing a bathing suit.",yes,1,0.0017004013061523438,6.37548828125
36001,color recognition,pink,"
What color is the umbrella?
The umbrella is pink.",pink,1,0.0017032623291015625,6.375
36002,reasoning,sun,"
Why is the girl holding an umbrella?

The girl is holding an umbrella to protect herself from the sun. In the image",sun,1,0.001697540283203125,6.3753662109375
524508000,counting,3,"
How many horses are on the picture?
There are three horses on the picture.",there,0,0.0017032623291015625,6.375
524508001,counting,3,"
How many horses are in the picture?
There are three horses in the picture.",there,0,0.0017032623291015625,6.375
524508002,yes/no,yes,"
Are they surrounded by trees?
Yes, the horses are surrounded by trees.",yes,1,0.001708984375,6.371337890625
524508003,yes/no,yes,"
Is there a puddle of water on the dirt?",,0,0.00168609619140625,6.3822021484375
474858000,other,sand,"
What is the man standing on?
The man is standing on the beach.",the,0,0.0017061233520507812,6.37109375
474858001,yes/no,no,"
Are these men on a boat?
No, these men are on the beach.",no,1,0.0017061233520507812,6.37109375
474858002,color recognition,white,"
What color is the man's skin?
The man's skin is white.",white,1,0.0017004013061523438,6.37548828125
474858003,other,ocean,"
What are these men standing in front of?

These men are standing in front of a body of water, which is the ocean.",ocean,1,0.0017004013061523438,6.37548828125
474858004,other,cold,"
What is the temperature outside?

The temperature outside is cold.",cold,1,0.001708984375,6.3712158203125
474858005,yes/no,yes,"
Are the boys happy?
No",no,0,0.001712799072265625,6.3671875
474858006,yes/no,no,"
Is the man in the forefront trying to get signal on a cell phone? No, he is not. He is standing on the beach with his surfboard.",no,1,0.0016803741455078125,6.38671875
474858007,object identification,sand,"
What is this person standing on?
The person is standing on a beach.",the,0,0.0017061233520507812,6.37109375
474858008,time-related,no,"
Were people moving when this picture was taken?",,0,0.001697540283203125,6.3753662109375
474858009,other,surfboard,"
What is lying on the ground?

There are two surfboards lying on the ground.",there,0,0.0017061233520507812,6.37109375
474858010,other,kites,"
What is flying in the air?

There are several kites flying in the air.",kites,1,0.0017061233520507812,6.37109375
474858011,other,none,"
What brand of shoes is the skateboarder wearing?
The skateboarder is wearing Nike shoes.",the,0,0.00168609619140625,6.3824462890625
474858012,yes/no,yes,"
Was this photo taken recently? Yes.",yes,1,0.0017061233520507812,6.37109375
474858013,yes/no,yes,"
Is this  a beach?
Yes",yes,1,0.001708984375,6.3712158203125
474858014,yes/no,no,"
Is the guy making a performance?
No, the guy is not making a performance. He is standing on the beach with his",no,1,0.0017032623291015625,6.375
474858015,yes/no,no,"
Is he doing a trick?
No",no,1,0.001708984375,6.3712158203125
474858016,yes/no,yes,"
Is the man in the foreground barefooted?
No, the man in the foreground is not barefooted. He is wearing sho",no,0,0.0016946792602539062,6.37890625
