image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_1_entropy,cluster_2_n_points,cluster_2_avg_strength,cluster_2_entropy,cluster_3_n_points,cluster_3_avg_strength,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy
477,yes/no,Is there a flower arrangement on the lawn?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000049.jpg,0,8,0.25,-0.12890625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
478,yes/no,Are they playing polo?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000049.jpg,0,512,0.0,-0.52734375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
479,yes/no,Is this man reading a cell phone screen?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524338.jpg,0,512,0.0,-0.1474609375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
480,yes/no,Is there a stop sign in the picture?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131126.jpg,0,512,0.0,-0.703125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
481,yes/no,Is the man unhappy?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131127.jpg,0,512,0.0,-0.12451171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
482,yes/no,Are the men going to share the bananas?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131127.jpg,0,512,0.0,-0.5078125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
483,yes/no,Do the painted flowers match the real ones?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131128.jpg,0,4,0.125,-0.6328125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
484,yes/no,Will the birds go into the water?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262201.jpg,0,512,0.0,-0.36328125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
485,yes/no,Is this bird afraid of the ledge?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262201.jpg,0,512,0.0,-0.203125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
486,yes/no,Are the mountains high?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,0,10,0.2902410118609203,-0.12451171875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
487,yes/no,Is there a person standing in front of the television?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262207.jpg,0,512,0.0,-0.3984375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
488,yes/no,Is there enough room under the armchairs for a cat to hide?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262207.jpg,0,512,0.0,-0.7890625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
489,yes/no,Are there numbers on the clock face?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,25,0.27949034768408054,-0.451171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
490,yes/no,Is there a big tree behind the clock?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg,0,51,0.515222908732815,-0.169921875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
491,yes/no,Is this a wedding?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,512,0.0,-0.11572265625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
492,yes/no,Does the crust look burnt?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,0,32,0.4433516416245115,-0.2470703125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
493,yes/no,Does this pizza have a deep dish crust?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000567990.jpg,0,6,0.2526771504954886,-0.38671875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
494,yes/no,Is the banana freshly peeled?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393286.jpg,0,54,0.5627267459473076,-0.3984375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
495,yes/no,Is the banana closed?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393286.jpg,0,512,0.0,-0.1513671875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
496,yes/no,Does this photo show train tracks?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000071.jpg,0,22,0.19812031083464957,-0.111328125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
497,yes/no,Does this train work?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000071.jpg,0,112,0.5490396776640146,-0.12890625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
498,yes/no,Are the giraffes under the trees?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000072.jpg,0,512,0.0,-0.271484375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
499,yes/no,Are there 3 elephants?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393228.jpg,0,512,0.0,-0.203125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
500,yes/no,Are all of the elephants full grown?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393228.jpg,0,512,0.0,-0.11572265625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
501,yes/no,Are the elephants in the jungle?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393228.jpg,0,512,0.0,-0.45703125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
502,yes/no,Is the woman eating the pizza?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393290.jpg,0,512,0.0,-0.1611328125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
503,yes/no,Are there any reflections in this picture?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,4,0.125,-0.2578125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
504,yes/no,Is the water on?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393292.jpg,0,512,0.0,-0.48828125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
505,yes/no,Is this photo outdoors?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393292.jpg,0,16,0.24999999809784018,-0.11572265625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
506,yes/no,Are the clock and owl made in the same artistic fashion?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000078.jpg,0,512,0.0,-0.71875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
507,yes/no,Is that owl a candle?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000078.jpg,0,12,0.2017596938909056,-0.298828125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
508,yes/no,Does this planes tail have 4 colors?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,34,0.38697368814353367,-0.251953125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
509,yes/no,Is this plane landing?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,512,0.0,-0.3359375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
510,yes/no,Is this plane taking off?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,16,0.24023347068556464,-0.609375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
511,yes/no,Are these wings strong?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg,0,14,0.5769783914132917,-0.1611328125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
512,yes/no,Is that a bicycle?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000086.jpg,0,512,0.0,-0.29296875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
513,yes/no,Is this a cow farm?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,512,0.0,-0.6484375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
514,yes/no,Is this a prairie?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,36,0.3381490635605219,-0.2275390625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
515,yes/no,Is there a village in the background?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg,0,512,0.0,-0.1796875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
516,yes/no,Would you be able to find a mosque in this city?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,0,24,0.36846271168538003,-0.10693359375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
517,yes/no,Is there ketchup?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.169921875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
518,yes/no,Is the hotdog well seasoned?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,4,0.125,-0.193359375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
519,yes/no,Is this a healthy meal?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.15625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
520,yes/no,Is there a spoon in this photo?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.1201171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
521,yes/no,Is this breakfast?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.1513671875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
522,yes/no,Is there a drink in this picture?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.12451171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
523,yes/no,Do these hot dogs look like they taste good?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.27734375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
524,yes/no,Are those tomatoes on the sandwich?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.2177734375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
525,yes/no,Are the fries plain?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.451171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
526,yes/no,Does this breakfast dish primarily carbohydrates?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,1,88,0.5151006871536186,-0.6640625,yes,1,16.0,0.07290174989552393,0.954434002924965,,,,,,,,,,,,,,,,,,,,,
527,yes/no,Has someone started eating?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.12890625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
528,yes/no,Would this be good for dessert?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.15625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
529,yes/no,Is there a butter plate on the table?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.65625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
530,yes/no,Does this have lettuce?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.1201171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
531,yes/no,Does the food look good?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,50,0.4625542412126179,-0.271484375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
532,yes/no,Is this meat?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,21,0.2693978162354893,-0.27734375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
533,yes/no,Would this typically be eaten for breakfast?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.111328125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
534,yes/no,Is that bacon from a delicatessen?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,512,0.0,-0.5703125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
535,yes/no,Is the man wearing formal clothes?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg,0,512,0.0,-0.11572265625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
536,yes/no,Is there a deodorant on the sink?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,512,0.0,-0.1201171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
537,yes/no,Is there a full roll of toilet paper in the bathroom?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,1,24,0.2503453576497566,-0.12890625,yes,1,19.0,0.24996916141224443,0.9980008838722996,,,,,,,,,,,,,,,,,,,,,
538,yes/no,Would someone be able to watch you change from the outside?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,22,0.9972624141459924,-0.73046875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
539,yes/no,Does the shower have a glass door?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,512,0.0,-0.2080078125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
540,yes/no,Is the towel rack silver?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,30,0.008430043734498672,-0.29296875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
541,yes/no,Is there a shower curtain?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,38,0.14045272539580433,-0.76953125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
542,yes/no,Is the toilet lid down?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,24,0.1254353248895692,-0.111328125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
543,yes/no,Does this cake look like it chocolate?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000092.jpg,0,110,0.48836132430692775,-0.12451171875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
544,yes/no,Is this a small town?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg,0,2,-0.0,-0.26171875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
545,yes/no,Will these planes be used to transport people?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,512,0.0,-0.2578125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
546,yes/no,Is the room carpeted?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,12,0.12499159561618038,-0.1376953125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
547,yes/no,Is there a fireplace?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,512,0.0,-0.111328125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
548,yes/no,Are stains on the floor?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,512,0.0,-0.142578125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
549,yes/no,Are these boys at home?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,14,0.1875,-0.36328125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
550,yes/no,Is this a 60's motif?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,512,0.0,-0.302734375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
551,yes/no,Is the light green?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,512,0.0,-0.5078125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
552,yes/no,Is it raining?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,56,0.37490944695456624,-0.4453125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
553,yes/no,Is this woman crossing a street?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,14,0.19811982752494917,-0.142578125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
554,yes/no,Is this in the United States?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,31,0.39742886369162544,-0.30859375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
555,yes/no,Is there anyone in the cockpit?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131174.jpg,0,38,0.4472262135922163,-0.18359375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
556,yes/no,Is the bus stopped?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg,0,512,0.0,-0.1611328125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
557,yes/no,Is this an ocean area?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg,0,512,0.0,-0.1748046875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
558,yes/no,Is the ground near the waterfront squishy?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg,0,512,0.0,-0.49609375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
559,yes/no,Is the water calm?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg,0,12,0.12499647246889302,-0.1201171875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
560,yes/no,Is this a cheese pizza?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,512,0.0,-0.1650390625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
561,yes/no,Is there more than one vase on the table?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,512,0.0,-0.73828125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
562,yes/no,Is there a cake here?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,26,0.2902409959924929,-0.11572265625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
563,yes/no,Are there any pens on the table?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,512,0.0,-0.1611328125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
564,yes/no,Is this image tilted?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262260.jpg,0,512,0.0,-0.49609375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
565,yes/no,Does this image contain a pie pan?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,16,0.24024101186092028,-0.12451171875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
566,yes/no,Is this a large house?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,4,0.125,-0.314453125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
567,yes/no,Is there a fountain in front of the building?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.1376953125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
568,yes/no,Is the sun shining?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,2,-0.0,-0.1513671875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
569,yes/no,Is this a church?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.6171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
570,yes/no,Are there clouds visible?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.11572265625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
571,yes/no,Is this a sunny day?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,34,0.29024099950398935,-0.1201171875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
572,yes/no,Are the hedges well-groomed?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,36,0.471690135277525,-0.357421875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
573,yes/no,Does the building in the back have an elevator?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.1513671875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
574,yes/no,Do you a phone booth?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.12890625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
575,yes/no,Are the buildings tall?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.58203125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
576,yes/no,Is the clock between two arches?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.5625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
577,yes/no,Are there any entrance gates at the bottom of the tower?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.76171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
578,yes/no,Is the building a high rise?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.1884765625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
579,yes/no,Is part of this tower made of wood?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,2,-0.0,-0.5078125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
580,yes/no,Can the tree tell time?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,6,0.1981203125901445,-0.357421875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
581,yes/no,Is the emblem a sun face clock?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,512,0.0,-0.41015625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
582,yes/no,Is the ram's fleece dirty?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,62,0.48835777166618255,-0.69140625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
583,yes/no,Is there a travel guide on the table?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,0,48,0.4602304283360341,-0.1513671875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
584,yes/no,Is there snow?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,512,0.0,-0.111328125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
585,yes/no,Is it summer?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,512,0.0,-0.1201171875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
586,yes/no,Is the picture in color?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,512,0.0,-0.1025390625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
587,yes/no,Is there a dog in the photo?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,512,0.0,-0.1025390625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
588,yes/no,Is the dog on a leash?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,512,0.0,-0.404296875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
589,yes/no,Are all of the birds in flight?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,512,0.0,-0.36328125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
590,yes/no,Are there three birds in the picture?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,512,0.0,-0.796875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
591,yes/no,Is this a dog?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,512,0.0,-0.10693359375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
592,yes/no,Is this a winter scene?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,4,0.125,-0.1337890625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
593,yes/no,Is the water frozen?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,512,0.0,-0.267578125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
594,yes/no,Is that a laptop on the chair?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131208.jpg,0,512,0.0,-0.11572265625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
595,yes/no,Is Cingular a sponsor of this field?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,50,0.42592945186536896,-0.1337890625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
596,yes/no,Is this a conventional kitchen?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000138.jpg,0,512,0.0,-0.43359375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
597,yes/no,Is the area lit?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg,0,32,0.3231202089297904,-0.142578125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
598,yes/no,Are the vases identical?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg,0,512,0.0,-0.404296875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
599,yes/no,Are these the normal size pieces of pizza?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,0,512,0.0,-0.6640625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
600,yes/no,Could you eat all of this pizza?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,0,512,0.0,-0.6640625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
601,yes/no,Is there broccoli on a slice of pizza?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,0,512,0.0,-0.1337890625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
602,yes/no,Is there an animal that seems to stick out?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,1,119,0.5347258806565278,-0.48828125,yes,1,15.0,0.07272540059625615,0.9709505944546686,,,,,,,,,,,,,,,,,,,,,
603,yes/no,Is this in a zoo?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,0,512,0.0,-0.11572265625,no,0,,,,,,,,,,,,,,,,,,,,,,,,
604,yes/no,Is this in a desert?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,0,512,0.0,-0.5078125,no,0,,,,,,,,,,,,,,,,,,,,,,,,
605,yes/no,Is this a banana toast?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,0,45,0.371972190306809,-0.1376953125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
606,yes/no,Are the people playing a game?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,4,0.125,-0.52734375,no,0,,,,,,,,,,,,,,,,,,,,,,,,
607,yes/no,Is the TV turned on?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,53,0.1355022282159415,-0.111328125,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
608,yes/no,Is this person watching a movie?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,512,0.0,-0.69921875,no,0,,,,,,,,,,,,,,,,,,,,,,,,
609,yes/no,Is one of the giraffes eating?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,0,43,0.43549842387233895,-0.38671875,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
610,yes/no,Is it daytime?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg,0,2,-0.0,-0.10693359375,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
611,yes/no,Are the kickstands down?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg,4,130,0.5732180392196061,-0.314453125,yes,4,18.0,0.041772473463104476,1.0,37.0,0.041704603119045634,0.9992232235196634,18.0,0.04168749765549519,1.0,18.0,0.04158578911925773,0.0,,,,,,,,,,,,
612,yes/no,Do you see any motorcycle helmets?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg,0,4,0.125,-0.3515625,yes,0,,,,,,,,,,,,,,,,,,,,,,,,
