image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_entropy,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_12_entropy,cluster_13_n_points,cluster_13_avg_strength,cluster_13_entropy
569,yes/no,Is this a church?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,5,311,0.9963764588300352,-0.14273701608181,No,5,45.0,0.0020801813073981416,0.9699955692457582,17.0,0.0021172680718476444,9.0,0.002087504958119628,40.0,0.0020764290403088087,25.0,0.0020557750278159736,,,,,,,,,,,,,,,0.8702290979524684,0.7642045065086203,0.9668718408339263,0.9706252067822185,,,,,,,,,,,,,
570,yes/no,Are there clouds visible?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,3,328,0.9954635369145981,-0.12067177891731262,No,3,37.0,0.002129372427178797,0.9807158478949588,75.0,0.0021425351993952747,28.0,0.0021052948989140783,,,,,,,,,,,,,,,,,,,0.9793545253063857,0.9645491534778454,,,,,,,,,,,,,,,
571,yes/no,Is this a sunny day?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,10,239,0.9852699277035486,-0.014039319939911366,Yes,10,27.0,0.0028748379801599544,0.9771978857434377,30.0,0.00290345571931668,43.0,0.002888727909937474,17.0,0.0027919778518141047,33.0,0.0029434937092055594,27.0,0.002920026564139103,17.0,0.002896947509105362,21.0,0.0030095368003545636,35.0,0.0029904695897172394,15.0,0.0027040577187757444,,,,,0.9546166331603012,0.9530429165426381,0.9519839065438831,0.9514794962301661,0.951110498267026,0.9878171319090819,0.8924709137188214,0.9534984920651731,0.9609640474436811,,,,,,,,
572,yes/no,Are the hedges well-groomed?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,4,298,0.984839596509324,-0.19377848505973816,Yes,4,16.0,0.002834444884110256,0.9681390622295665,29.0,0.0029537333073303236,16.0,0.002947251862461566,78.0,0.0030781869622728145,,,,,,,,,,,,,,,,,0.9600464684307717,0.9965119062478288,0.9597036362508159,,,,,,,,,,,,,,
573,yes/no,Does the building in the back have an elevator?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,6,279,0.9981672815248478,-0.036460597068071365,No,6,16.0,0.0019605482729670395,0.8950145145731531,39.0,0.0019507447068040063,15.0,0.0019365610446078923,26.0,0.0019620693198617862,17.0,0.0019469888098287947,25.0,0.0019325216744999914,,,,,,,,,,,,,0.9742882140872654,0.9543063494363562,0.938007311034084,0.925613407948596,0.9706252067822185,,,,,,,,,,,,
574,yes/no,Do you a phone booth?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,6,304,0.9979140560263032,-0.038387712091207504,No,6,16.0,0.0019801549256366615,0.886859507142915,18.0,0.00197231983313108,38.0,0.0019751985892669365,13.0,0.0019705787008976045,27.0,0.0019816070306207818,23.0,0.0019567328664746265,,,,,,,,,,,,,0.9081700569267038,0.9496730703051294,0.9214632400757701,0.9394813386904579,0.9656642397714295,,,,,,,,,,,,
575,yes/no,Are the buildings tall?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,7,279,0.9968707474834212,-0.4807603657245636,No,7,17.0,0.0021653264836153214,0.9127332405984697,26.0,0.002101349345070592,30.0,0.0021265932188310123,80.0,0.0021606606884938314,22.0,0.002107250042520319,16.0,0.0021393485821061898,18.0,0.0021575737748319637,,,,,,,,,,,0.9663926492715591,0.9274819905469711,0.9864761369628947,0.9723293370171536,0.949701216438411,0.9728825026363701,,,,,,,,,,,
576,yes/no,Is the clock between two arches?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,3,256,0.99283427344067,-0.4807526469230652,Yes,3,21.0,0.002834570999294022,0.925179736803574,26.0,0.0027248977967949148,25.0,0.002687472060790973,,,,,,,,,,,,,,,,,,,0.974334186673632,0.9664861639676334,,,,,,,,,,,,,,,
577,yes/no,Are there any entrance gates at the bottom of the tower?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,3,295,0.9921147641926552,-0.5261529684066772,Yes,3,16.0,0.0025695053499282697,0.9681390622295665,21.0,0.002673222696410845,83.0,0.0027358155248410863,,,,,,,,,,,,,,,,,,,0.978033486181519,0.9575568010576936,,,,,,,,,,,,,,,
578,yes/no,Is the building a high rise?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,5,289,0.9961159581260897,-0.02073598839342594,No,5,57.0,0.0020963645382465054,0.97104783131079,17.0,0.002136441072900336,40.0,0.0021014687220490954,27.0,0.0020704960495350395,21.0,0.002077834105261791,,,,,,,,,,,,,,,0.8702290979524684,0.9737091577790623,0.9768423538049819,0.9663407895758984,,,,,,,,,,,,,
579,yes/no,Is part of this tower made of wood?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,3,240,0.9877483367750293,-0.24515484273433685,Yes,3,20.0,0.002935307572258299,0.9008047485295138,171.0,0.002848032053303889,15.0,0.0028714836196779884,,,,,,,,,,,,,,,,,,,0.97800906822318,0.9189900464321514,,,,,,,,,,,,,,,
580,yes/no,Can the tree tell time?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,4,322,0.9980365704225347,-0.05056263133883476,No,4,15.0,0.001973455067132977,0.9018972358711528,39.0,0.001967213178505737,26.0,0.0019774889070108886,16.0,0.0019553846467040338,,,,,,,,,,,,,,,,,0.9742882140872654,0.9238487699532499,0.9414280318460245,,,,,,,,,,,,,,
581,yes/no,Is the emblem a sun face clock?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,8,252,0.9888585165704562,-0.36777496337890625,Yes,8,20.0,0.0028872016881716462,0.9794359242226801,28.0,0.0028346998569331347,30.0,0.0028714266251127787,17.0,0.003103495632492818,11.0,0.0028769110547656423,23.0,0.002972588625421893,15.0,0.0029674118031931627,44.0,0.002924819794840661,,,,,,,,,0.9598164920666118,0.9740853231175152,0.8702290979524684,0.9940302114769565,0.9650095768458276,0.9018972358711528,0.9573494660056153,,,,,,,,,,
582,yes/no,Is the ram's fleece dirty?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,5,249,0.9993126388027151,-0.44046860933303833,Yes,5,31.0,0.0019013795480917676,0.9648560665594497,16.0,0.0018884462410099232,17.0,0.0018923564160063338,15.0,0.0018964776200307426,16.0,0.0018988955134514682,,,,,,,,,,,,,,,0.9886085007312413,0.9963890537299693,0.9543063494363562,0.9618974703476992,,,,,,,,,,,,,
583,yes/no,Is there a travel guide on the table?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,7,254,0.9841563518067022,-0.18428194522857666,Yes,7,33.0,0.003098613161052643,0.9562433184174151,19.0,0.00288875968067423,18.0,0.003034151086966993,15.0,0.0027818634007253412,48.0,0.0029904097292066368,48.0,0.0030113355373263505,19.0,0.002895165190189451,,,,,,,,,,,0.9968868771609918,1.0,0.9543063494363562,0.9617237889934679,0.9764836975680619,0.9752404816059184,,,,,,,,,,,
584,yes/no,Is there snow?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,4,288,0.9778026352282656,-0.009249957278370857,Yes,4,16.0,0.003160063546697312,0.9965119062478288,143.0,0.00330080397015492,15.0,0.003152219553121686,17.0,0.0030849220775622283,,,,,,,,,,,,,,,,,0.9715475198792993,0.9654013672997089,0.925613407948596,,,,,,,,,,,,,,
585,yes/no,Is it summer?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,6,155,0.9989117175970843,-0.0010852740379050374,No,6,34.0,0.0018954967270051499,0.9760869334658553,41.0,0.001901696479308927,38.0,0.0018982302425548695,164.0,0.0019065046510818066,11.0,0.0019148090058438989,17.0,0.0019237792328536697,,,,,,,,,,,,,0.9877545353618737,0.9797151091365559,0.9850826521090796,0.8453509366224364,0.9975025463691152,,,,,,,,,,,,
586,yes/no,Is the picture in color?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,9,180,0.997085717882305,-0.1421634554862976,Yes,9,57.0,0.002206006241357449,0.9565543864601153,46.0,0.002282144199903063,53.0,0.002229558031917191,76.0,0.002257909767960567,18.0,0.0022185711872991015,22.0,0.002242142725926466,16.0,0.0022944603483754096,17.0,0.0022275957727632633,21.0,0.0022618126626177885,,,,,,,0.9545589936230559,0.954205150197518,0.9649262144300035,0.9206250851407773,0.9915247666433382,0.8620485698650454,0.9038817882085971,0.9363346784550166,,,,,,,,,
587,yes/no,Is there a dog in the photo?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,4,238,0.9854857381487581,-0.027863172814249992,Yes,4,19.0,0.0034579959851074637,0.9892422967543257,6.0,0.0030229434771926965,36.0,0.003110439949543119,15.0,0.003664738293916136,,,,,,,,,,,,,,,,,0.9182958340544896,0.9694368852083525,0.9654013672997089,,,,,,,,,,,,,,
588,yes/no,Is the dog on a leash?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,4,272,0.9856066447708562,-0.09223031997680664,Yes,4,37.0,0.003242951361910804,0.961033199847498,34.0,0.002800277120891313,54.0,0.0031155435766834143,16.0,0.0028556212295994085,,,,,,,,,,,,,,,,,0.989160613629328,0.9310582189977944,0.9886085007312413,,,,,,,,,,,,,,
589,yes/no,Are all of the birds in flight?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,3,277,0.999270218753632,-0.07757548987865448,No,3,133.0,0.0018586160731079585,0.9661096521846547,21.0,0.0018536637434560604,12.0,0.0018486686926160725,,,,,,,,,,,,,,,,,,,0.9907017951253161,0.9463946303571862,,,,,,,,,,,,,,,
590,yes/no,Are there three birds in the picture?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,5,376,0.999327093574699,-0.5343548059463501,No,5,22.0,0.001872576314954741,0.9849226290193992,15.0,0.0018916372751591845,15.0,0.0018530041260348606,20.0,0.0018685497656726329,40.0,0.001892050734852178,,,,,,,,,,,,,,,0.9967916319816366,0.9609640474436811,0.9794359242226801,0.9650385628210846,,,,,,,,,,,,,
591,yes/no,Is this a dog?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,10,318,0.9987642633521454,-0.00260728457942605,No,10,18.0,0.0019524271805600496,0.9915323997298832,16.0,0.001981192992354218,15.0,0.0019520089514535137,15.0,0.0019781651156601586,19.0,0.0019487745945926576,10.0,0.001934624295319089,22.0,0.001955320925541766,53.0,0.0019457511615606317,21.0,0.0019434307600245833,40.0,0.001963902250804557,,,,,0.954434002924965,0.8830374409547587,0.9967916319816366,0.90647263812994,1.0,0.9389433656943028,0.9457334925488634,0.9064627092082682,0.9472762910710967,,,,,,,,
592,yes/no,Is this a winter scene?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,1,265,0.9883319108334856,-0.0037117258179932833,Yes,1,15.0,0.004807720807851604,0.7835807040488099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,yes/no,Is the water frozen?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,5,327,0.9873042297461001,-0.16288964450359344,Yes,5,21.0,0.002905123063732811,0.9751060324573733,4.0,0.0026531601427674184,18.0,0.0029773142161739186,20.0,0.002961334940096612,23.0,0.0030813420855251524,,,,,,,,,,,,,,,0.0,0.8826232641893705,0.9283898247235197,0.9394131210000187,,,,,,,,,,,,,
594,yes/no,Is that a laptop on the chair?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131208.jpg,9,253,0.9972652146910106,-0.16879041492938995,No,9,44.0,0.0019937787220465834,0.9834270697092756,55.0,0.001990906659316447,48.0,0.001987638256415925,51.0,0.0019820049779695923,15.0,0.0019764576224195114,15.0,0.0019646288498682586,16.0,0.0019678452894394487,28.0,0.0019874243537081936,30.0,0.00198180085441875,,,,,,,0.9871597902619937,0.9644294483234553,0.9721378144619364,0.9602297178607612,0.982798115178801,0.9528195311147832,1.0,0.9866270499054915,,,,,,,,,
595,yes/no,Is Cingular a sponsor of this field?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,334,0.9881678160578778,-0.29311567544937134,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,yes/no,Is this a conventional kitchen?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000138.jpg,8,277,0.9979168514495985,-0.028475819155573845,No,8,21.0,0.0018960071528078628,0.9907017951253161,15.0,0.00188919207517218,46.0,0.0019146669340486119,25.0,0.0019189270948570248,52.0,0.001901174985723802,18.0,0.001903270612046695,10.0,0.0018943956618068184,21.0,0.001898335534371479,,,,,,,,,0.9949490477321437,0.9818262769790866,0.9801625908629509,0.975306466537451,1.0,0.8649735207179273,0.978033486181519,,,,,,,,,,
597,yes/no,Is the area lit?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg,11,233,0.9890975574705004,-0.07680335640907288,Yes,11,39.0,0.0027271863389179024,0.9659974299012656,19.0,0.002645520448517318,30.0,0.002604781795936659,21.0,0.002611103834709532,10.0,0.00247774430302186,20.0,0.0027008902540246885,22.0,0.002542700322039531,17.0,0.00260512036048725,15.0,0.002579711849142825,35.0,0.0025551354755424423,15.0,0.0025150669014284252,,,0.9975194757207203,0.9751644871919067,0.9907017951253161,0.9372305632161296,0.9602297178607612,0.9658234187802699,0.9967828263127351,0.9602297178607612,0.9764874965084082,0.9543063494363562,,,,,,,
598,yes/no,Are the vases identical?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg,3,332,0.9993484325590996,-0.6362258195877075,No,3,20.0,0.0019289838697581214,0.951850848028674,17.0,0.0018946912951737194,18.0,0.001913053237836766,,,,,,,,,,,,,,,,,,,0.9963890537299693,0.9535998353544741,,,,,,,,,,,,,,,
599,yes/no,Are these the normal size pieces of pizza?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,7,291,0.9987333777041149,-0.34560132026672363,No,7,64.0,0.0019399498157813512,0.9513584112733616,36.0,0.0019293505249557527,17.0,0.001917804907677216,15.0,0.001928187804461135,25.0,0.0019308226057887928,16.0,0.0019311241912706697,22.0,0.0019226838157375735,,,,,,,,,,,0.9298966940476158,0.9595784770480081,0.8616157143988102,0.9590998184549498,0.985056822321508,0.9905114616736054,,,,,,,,,,,
600,yes/no,Could you eat all of this pizza?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,6,255,0.9965363485203187,-0.6878983974456787,Yes,6,36.0,0.0021591210371899273,0.9565236679517578,66.0,0.0021678551143021604,15.0,0.0021274172053170784,17.0,0.002142737750413205,16.0,0.002124340890079692,20.0,0.0022232297643491245,,,,,,,,,,,,,0.9819588482480796,0.9446232142545791,0.9664022887695614,0.9681390622295665,0.8804820237218406,,,,,,,,,,,,
601,yes/no,Is there broccoli on a slice of pizza?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,7,310,0.99884330698494,-0.020349521189928055,No,7,15.0,0.001910392261887718,0.9664572819896989,28.0,0.0019465706170350647,35.0,0.001919636327713841,18.0,0.0019071726271756592,20.0,0.0019134310619126204,17.0,0.0019247250367362587,22.0,0.0019181412495259083,,,,,,,,,,,0.9508516318093156,0.9262951741233185,0.9736669121131954,0.9596390821693784,0.9967828263127351,0.9666425652015439,,,,,,,,,,,
602,yes/no,Is there an animal that seems to stick out?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,10,226,0.998546639472752,-0.4171525239944458,Yes,10,19.0,0.0021006650006899653,0.90647263812994,20.0,0.0021070854378715123,35.0,0.0021083032232392944,21.0,0.002153212940830227,35.0,0.002112109057856634,17.0,0.002039023120197448,15.0,0.002159051406171369,20.0,0.002083493253592768,36.0,0.0020924926424215843,43.0,0.0020732552983187286,,,,,0.9008047485295136,0.9404428487701867,0.9748830897462036,0.9780671659782804,0.9771236998460401,0.9967916319816366,0.9630603734213402,0.9632079822609502,0.9544447661062334,,,,,,,,
603,yes/no,Is this in a zoo?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,9,198,0.9981213233075225,-0.003087752964347601,No,9,16.0,0.002016042773282449,0.9618974703476992,17.0,0.0020176917642156685,16.0,0.0020120410695308568,16.0,0.002033169764170272,83.0,0.002029854293209663,81.0,0.00202352082327894,16.0,0.002015961302929699,21.0,0.002022447644464758,3.0,0.00199507736036728,,,,,,,0.9856676426534905,1.0,0.9965119062478288,0.9819500617978446,0.9859015755789651,0.9772170014624825,0.9722983600493944,0.0,,,,,,,,,
604,yes/no,Is this in a desert?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,3,265,0.981061791691243,-0.23055070638656616,Yes,3,30.0,0.00339292660926462,0.9715270798158866,16.0,0.0030338528019863546,15.0,0.003046114063687927,,,,,,,,,,,,,,,,,,,0.9592101522724052,0.9285012313356799,,,,,,,,,,,,,,,
605,yes/no,Is this a banana toast?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,3,322,0.9895751111172206,-0.07049909979104996,Yes,3,41.0,0.002608348458123303,0.9704372936392525,15.0,0.0025729846607012333,26.0,0.0028223654413667425,,,,,,,,,,,,,,,,,,,0.9543063494363562,0.9473539682709406,,,,,,,,,,,,,,,
606,yes/no,Are the people playing a game?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,8,138,0.9990069671342974,-0.3224807679653168,No,8,68.0,0.0018988395354799857,0.9938297100823643,69.0,0.001887899273856452,143.0,0.0018900006894286584,49.0,0.0018753223717990128,17.0,0.0018808417728669938,16.0,0.0018757509745244226,18.0,0.0018844868680532188,17.0,0.0018889349797580417,,,,,,,,,0.9847640890673391,0.9805553457223427,0.9788642044635645,0.951983906543883,0.9886085007312412,0.9206250851407773,0.9770358764490155,,,,,,,,,,
607,yes/no,Is the TV turned on?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,9,232,0.9863568340826051,-0.18467646837234497,Yes,9,64.0,0.0027489094845754088,0.9738536755966106,47.0,0.0027158212434339898,28.0,0.0026688693959251403,16.0,0.0027093959600462503,65.0,0.0027375195795164343,25.0,0.0028375858816206308,17.0,0.0028431387570249248,17.0,0.0027562816991584037,15.0,0.0027026874794376043,,,,,,,0.9729945044782807,0.9857121838444605,0.9755307720176266,0.9670862456780175,0.9530186554098734,0.8846148739279865,0.9603948809345497,0.9602297178607612,,,,,,,,,
608,yes/no,Is this person watching a movie?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,6,229,0.996060118769812,-0.3918023407459259,Yes,6,64.0,0.0023032807625431796,0.9736637310019656,46.0,0.0022401412335814335,15.0,0.002251266287302025,19.0,0.002287901748322895,34.0,0.002249347966963842,19.0,0.0022764700937755416,,,,,,,,,,,,,0.9770035071647208,0.9147366491799204,0.94841021822029,0.9727953984378148,0.9720048748581784,,,,,,,,,,,,
609,yes/no,Is one of the giraffes eating?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,5,230,0.9882183977352146,-0.19635412096977234,Yes,5,50.0,0.0027349111328038456,0.9695847954625345,71.0,0.0028094968592255543,16.0,0.0029604863406403887,44.0,0.0028781580063658957,18.0,0.0030776102136543127,,,,,,,,,,,,,,,0.9685463310992755,0.886859507142915,0.9564482615821125,0.8929352898779307,,,,,,,,,,,,,
610,yes/no,Is it daytime?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg,10,230,0.9934950085411809,-0.00812003668397665,Yes,10,16.0,0.0023082594879520707,0.9592101522724051,15.0,0.0024378327849319207,15.0,0.0023280744824662274,22.0,0.0024726523394714883,35.0,0.0025138095324697754,23.0,0.0024171329677095295,16.0,0.00250210434393428,36.0,0.0023789928094096126,57.0,0.0024491121980278158,27.0,0.002363101532682053,,,,,0.9018972358711528,0.9543063494363562,0.9538302300591572,0.9780763760303386,0.9527439088345311,0.8620485698650454,0.9624888168967702,0.9631913527237675,0.9965477486968232,,,,,,,,
611,yes/no,Are the kickstands down?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg,1,322,0.9987821138536722,-0.3962761461734772,No,1,32.0,0.0019473195764476247,0.9128902182264381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,yes/no,Do you see any motorcycle helmets?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg,7,287,0.9891927717312125,-0.16919660568237305,Yes,7,22.0,0.002555319010383389,0.9490905975029206,17.0,0.002636677739415847,13.0,0.0025996440452033163,15.0,0.002661640022130718,8.0,0.002545893324266241,17.0,0.002665354304502798,46.0,0.002676509036971873,,,,,,,,,,,0.9878171319090819,0.9194324237704885,0.8024677973715657,0.954434002924965,0.8516924496551459,0.9470370066617921,,,,,,,,,,,
613,yes/no,Is the kite high in the air?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg,8,314,0.9948961485538883,-0.3744730055332184,Yes,8,18.0,0.0026009943803574614,0.9342064019134054,17.0,0.0025490976043696517,19.0,0.0024159415436825734,16.0,0.0025139980823317893,15.0,0.002380479336997305,52.0,0.002523952289181173,25.0,0.002545259479156015,11.0,0.002355724502536283,,,,,,,,,0.9360847109776411,0.9796494552648446,0.9463946303571862,0.9161314485121343,0.9529706744698757,0.9063581495887167,0.9922150607220183,,,,,,,,,,
614,yes/no,Is the sky clear?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg,5,283,0.9983966256715223,-0.009437127970159054,No,5,20.0,0.0020096196721185408,0.9463946303571862,19.0,0.0019637725518774547,15.0,0.001960863128222328,17.0,0.001943125537721882,9.0,0.0019349629162874029,,,,,,,,,,,,,,,0.9892422967543257,0.9877812438119246,0.9936520348079905,0.9656336071428251,,,,,,,,,,,,,
615,yes/no,Are the people flying kites?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg,8,251,0.976804042565404,-0.042775604873895645,Yes,8,51.0,0.0036823005265322383,0.9774199448226496,31.0,0.003620127591071451,34.0,0.003467004086519173,41.0,0.003402932701148614,15.0,0.0035430111280441946,25.0,0.003176545370063708,23.0,0.0034541244938638385,15.0,0.0030591125445362114,,,,,,,,,0.9098752459128601,0.9892248603703082,0.9737342827431764,0.8649735207179273,0.9587363722245956,0.9978904239542102,0.982798115178801,,,,,,,,,,
616,yes/no,Can you see any fish?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg,0,264,0.998726715660074,-0.030841704457998276,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,yes/no,Is this man swimming?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg,1,312,0.9977645445248574,-0.5849001407623291,No,1,27.0,0.002023405742791435,0.9730099067544401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,yes/no,Is he turning?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg,7,304,0.9993126450419524,-0.6601250767707825,Yes,7,16.0,0.0018826336341783087,0.9528195311147832,32.0,0.0019091083760868735,62.0,0.0019152520967220855,34.0,0.0019179190451142905,44.0,0.0019102386835404466,14.0,0.001872574771384257,22.0,0.0019051778603209897,,,,,,,,,,,0.9531265502151048,0.9559981649309829,0.9399295370693436,0.9557566573615897,0.9620871761502205,0.9598452870248483,,,,,,,,,,,
619,yes/no,Does the man have short hair?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg,7,254,0.9950642875947148,-0.3479893207550049,Yes,7,30.0,0.002576884061912874,0.9173330188161143,33.0,0.002532722023566098,24.0,0.0024662519685737963,15.0,0.0023704821639859686,16.0,0.002376458205450151,10.0,0.002507802575272046,16.0,0.002457719198421634,,,,,,,,,,,0.9385467769413564,0.9612120105563207,0.9664572819896988,0.9592101522724052,0.9709505944546686,0.9681390622295665,,,,,,,,,,,
620,yes/no,Is the bus featured in this picture typical?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,4,307,0.9990424451269497,-0.14937040209770203,No,4,18.0,0.0018813414215655222,0.9388201415867107,16.0,0.001888695021798391,22.0,0.0018839180754801081,39.0,0.0018852854273946461,,,,,,,,,,,,,,,,,0.886859507142915,0.9970151057384782,0.9871101600186571,,,,,,,,,,,,,,
621,yes/no,Is this the latest make and model?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,8,239,0.9991529390299978,-0.007867448031902313,No,8,16.0,0.0018815901262270735,0.954434002924965,16.0,0.0018587821536948487,46.0,0.001862338537660226,52.0,0.0018627466443934498,43.0,0.0018668962168954014,18.0,0.0018682528622010193,50.0,0.0018717206244259505,24.0,0.0018629556086214437,,,,,,,,,0.9618974703476992,0.9915465290220457,0.9987607440570209,0.9762509239630487,0.9915323997298832,0.9871806444453094,0.9646872283675246,,,,,,,,,,
622,yes/no,Are there any building in the area?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,5,241,0.9853995260082389,-0.15936189889907837,Yes,5,18.0,0.0027608658601304143,0.9941181381188445,27.0,0.0026976994484395993,14.0,0.00278631858533973,26.0,0.0028805975108677304,15.0,0.00368797249206518,,,,,,,,,,,,,,,0.9891024697768301,0.9620871761502205,0.9676179687213727,0.9182958340544896,,,,,,,,,,,,,
623,yes/no,Is there a fence in the background?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg,2,343,0.9978995466682352,-0.009447718039155006,No,2,16.0,0.0020458468596175152,0.8194483718728035,19.0,0.001988699151836857,,,,,,,,,,,,,,,,,,,,,0.996352882445333,,,,,,,,,,,,,,,,
624,yes/no,Is the zebra's tail up?,no,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg,8,310,0.9986551257771187,-0.5187121629714966,No,8,28.0,0.0020834106720912285,0.9728320725069937,20.0,0.002110774759612941,26.0,0.0020940541713804885,23.0,0.002079163213374062,27.0,0.0020832269228029435,20.0,0.002031943745691426,19.0,0.0020389244406622334,15.0,0.002046755938664149,,,,,,,,,0.9713107216099232,0.9129986686368239,0.9668324690003138,0.9446284658391854,0.941232978764294,0.9892422967543257,0.9877812438119247,,,,,,,,,,
625,yes/no,Are they the same type of animal?,yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg,9,210,0.9917771565302889,-0.3798530399799347,Yes,9,15.0,0.0024199518312263486,0.9543063494363562,20.0,0.0025934525776865175,17.0,0.0026207417847566197,15.0,0.002547994226618387,16.0,0.0024015190346608345,173.0,0.0025832961484232963,17.0,0.0024840286466720936,16.0,0.002429906588259923,16.0,0.00248109151507352,,,,,,,0.8911143594569009,0.8726389366057714,0.9189900464321514,0.9886085007312413,0.9757389431656628,0.9363348190250748,1.0,0.8980898459737486,,,,,,,,,
