question_type,question,prefix,prompt,ground_truth,top_4_tokens,model_answer,image_url
yes/no,Are these wings strong?,Answer:,Answer with one word: Are these wings strong? Are these wings strong? Answer:,yes,"[""Yes"", ""Are"", ""Sure"", ""They""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000081.jpg
yes/no,Is that a bicycle?,Answer:,Answer with one word: Is that a bicycle? Is that a bicycle? Answer:,yes,"[""Yes"", ""yes"", ""That"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000086.jpg
yes/no,Is this a cow farm?,Answer:,Answer with one word: Is this a cow farm? Is this a cow farm? Answer:,yes,"[""Yes"", ""This"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg
yes/no,Is this a prairie?,Answer:,Answer with one word: Is this a prairie? Is this a prairie? Answer:,yes,"[""Yes"", ""yes"", ""This"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg
yes/no,Is there a village in the background?,Answer:,Answer with one word: Is there a village in the background? Is there a village in the background? Answer:,no,"[""Yes"", ""There"", ""None"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg
yes/no,Would you be able to find a mosque in this city?,Answer:,Answer with one word: Would you be able to find a mosque in this city? Would you be able to find a mosque in this city? Answer:,yes,"[""Yes"", ""Sure"", ""Would"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg
yes/no,Is there ketchup?,Answer:,Answer with one word: Is there ketchup? Is there ketchup? Answer:,no,"[""Yes"", ""There"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is the hotdog well seasoned?,Answer:,Answer with one word: Is the hotdog well seasoned? Is the hotdog well seasoned? Answer:,yes,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is this a healthy meal?,Answer:,Answer with one word: Is this a healthy meal? Is this a healthy meal? Answer:,no,"[""Yes"", ""Not"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is there a spoon in this photo?,Answer:,Answer with one word: Is there a spoon in this photo? Is there a spoon in this photo? Answer:,no,"[""Yes"", ""There"", ""None"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is this breakfast?,Answer:,Answer with one word: Is this breakfast? Is this breakfast? Answer:,no,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is there a drink in this picture?,Answer:,Answer with one word: Is there a drink in this picture? Is there a drink in this picture? Answer:,no,"[""Yes"", ""There"", ""yes"", ""None""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Do these hot dogs look like they taste good?,Answer:,Answer with one word: Do these hot dogs look like they taste good? Do these hot dogs look like they taste good? Answer:,yes,"[""Yes"", ""Sure"", ""They"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Are those tomatoes on the sandwich?,Answer:,Answer with one word: Are those tomatoes on the sandwich? Are those tomatoes on the sandwich? Answer:,no,"[""Yes"", ""Are"", ""There"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Are the fries plain?,Answer:,Answer with one word: Are the fries plain? Are the fries plain? Answer:,no,"[""Yes"", ""Are"", ""They"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Does this breakfast dish primarily carbohydrates?,Answer:,Answer with one word: Does this breakfast dish primarily carbohydrates? Does this breakfast dish primarily carbohydrates? Answer:,yes,"[""Yes"", ""yes"", ""No"", """"]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Has someone started eating?,Answer:,Answer with one word: Has someone started eating? Has someone started eating? Answer:,no,"[""Yes"", ""Has"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Would this be good for dessert?,Answer:,Answer with one word: Would this be good for dessert? Would this be good for dessert? Answer:,no,"[""Yes"", ""Not"", ""Good"", ""Never""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is there a butter plate on the table?,Answer:,Answer with one word: Is there a butter plate on the table? Is there a butter plate on the table? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Does this have lettuce?,Answer:,Answer with one word: Does this have lettuce? Does this have lettuce? Answer:,no,"[""Yes"", ""Does"", ""What"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Does the food look good?,Answer:,Answer with one word: Does the food look good? Does the food look good? Answer:,yes,"[""Yes"", ""Does"", ""Sure"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is this meat?,Answer:,Answer with one word: Is this meat? Is this meat? Answer:,yes,"[""Yes"", ""This"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Would this typically be eaten for breakfast?,Answer:,Answer with one word: Would this typically be eaten for breakfast? Would this typically be eaten for breakfast? Answer:,no,"[""Yes"", ""Not"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is that bacon from a delicatessen?,Answer:,Answer with one word: Is that bacon from a delicatessen? Is that bacon from a delicatessen? Answer:,yes,"[""Yes"", ""What"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
yes/no,Is the man wearing formal clothes?,Answer:,Answer with one word: Is the man wearing formal clothes? Is the man wearing formal clothes? Answer:,no,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg
yes/no,Is there a deodorant on the sink?,Answer:,Answer with one word: Is there a deodorant on the sink? Is there a deodorant on the sink? Answer:,no,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
yes/no,Is there a full roll of toilet paper in the bathroom?,Answer:,Answer with one word: Is there a full roll of toilet paper in the bathroom? Is there a full roll of toilet paper in the bathroom? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
yes/no,Would someone be able to watch you change from the outside?,Answer:,Answer with one word: Would someone be able to watch you change from the outside? Would someone be able to watch you change from the outside? Answer:,yes,"[""Yes"", ""Sure"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
yes/no,Does the shower have a glass door?,Answer:,Answer with one word: Does the shower have a glass door? Does the shower have a glass door? Answer:,no,"[""Yes"", ""Does"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
yes/no,Is the towel rack silver?,Answer:,Answer with one word: Is the towel rack silver? Is the towel rack silver? Answer:,no,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
yes/no,Is there a shower curtain?,Answer:,Answer with one word: Is there a shower curtain? Is there a shower curtain? Answer:,yes,"[""Yes"", ""There"", ""None"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
yes/no,Is the toilet lid down?,Answer:,Answer with one word: Is the toilet lid down? Is the toilet lid down? Answer:,yes,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
yes/no,Does this cake look like it chocolate?,Answer:,Answer with one word: Does this cake look like it chocolate? Does this cake look like it chocolate? Answer:,yes,"[""Yes"", ""yes"", ""Does"", ""Sure""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000092.jpg
yes/no,Is this a small town?,Answer:,Answer with one word: Is this a small town? Is this a small town? Answer:,yes,"[""Yes"", ""yes"", ""Small"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg
yes/no,Will these planes be used to transport people?,Answer:,Answer with one word: Will these planes be used to transport people? Will these planes be used to transport people? Answer:,no,"[""Yes"", ""Will"", ""Not"", ""They""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
yes/no,Is the room carpeted?,Answer:,Answer with one word: Is the room carpeted? Is the room carpeted? Answer:,yes,"[""Yes"", ""Car"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
yes/no,Is there a fireplace?,Answer:,Answer with one word: Is there a fireplace? Is there a fireplace? Answer:,no,"[""Yes"", ""There"", ""None"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
yes/no,Are stains on the floor?,Answer:,Answer with one word: Are stains on the floor? Are stains on the floor? Answer:,no,"[""Yes"", ""Are"", ""There"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
yes/no,Are these boys at home?,Answer:,Answer with one word: Are these boys at home? Are these boys at home? Answer:,no,"[""Yes"", ""Are"", ""They"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
yes/no,Is this a 60's motif?,Answer:,Answer with one word: Is this a 60's motif? Is this a 60's motif? Answer:,no,"[""Yes"", ""Not"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
yes/no,Is the light green?,Answer:,Answer with one word: Is the light green? Is the light green? Answer:,yes,"[""Yes"", ""yes"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
yes/no,Is it raining?,Answer:,Answer with one word: Is it raining? Is it raining? Answer:,no,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
yes/no,Is this woman crossing a street?,Answer:,Answer with one word: Is this woman crossing a street? Is this woman crossing a street? Answer:,yes,"[""Yes"", ""yes"", ""This"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
yes/no,Is this in the United States?,Answer:,Answer with one word: Is this in the United States? Is this in the United States? Answer:,yes,"[""Yes"", ""This"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
yes/no,Is there anyone in the cockpit?,Answer:,Answer with one word: Is there anyone in the cockpit? Is there anyone in the cockpit? Answer:,yes,"[""Yes"", ""There"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131174.jpg
yes/no,Is the bus stopped?,Answer:,Answer with one word: Is the bus stopped? Is the bus stopped? Answer:,yes,"[""Yes"", ""yes"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg
yes/no,Is this an ocean area?,Answer:,Answer with one word: Is this an ocean area? Is this an ocean area? Answer:,yes,"[""Yes"", ""Not"", ""This"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg
yes/no,Is the ground near the waterfront squishy?,Answer:,Answer with one word: Is the ground near the waterfront squishy? Is the ground near the waterfront squishy? Answer:,no,"[""Yes"", ""yes"", ""True"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg
yes/no,Is the water calm?,Answer:,Answer with one word: Is the water calm? Is the water calm? Answer:,yes,"[""Yes"", ""yes"", ""True"", ""Sure""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg
yes/no,Is this a cheese pizza?,Answer:,Answer with one word: Is this a cheese pizza? Is this a cheese pizza? Answer:,yes,"[""Yes"", ""Che"", ""This"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg
yes/no,Is there more than one vase on the table?,Answer:,Answer with one word: Is there more than one vase on the table? Is there more than one vase on the table? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg
yes/no,Is there a cake here?,Answer:,Answer with one word: Is there a cake here? Is there a cake here? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""Sure""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg
yes/no,Are there any pens on the table?,Answer:,Answer with one word: Are there any pens on the table? Are there any pens on the table? Answer:,no,"[""Yes"", ""There"", ""Are"", ""None""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg
yes/no,Is this image tilted?,Answer:,Answer with one word: Is this image tilted? Is this image tilted? Answer:,yes,"[""Yes"", ""yes"", ""True"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262260.jpg
yes/no,Does this image contain a pie pan?,Answer:,Answer with one word: Does this image contain a pie pan? Does this image contain a pie pan? Answer:,yes,"[""Yes"", ""Does"", ""yes"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg
yes/no,Is this a large house?,Answer:,Answer with one word: Is this a large house? Is this a large house? Answer:,yes,"[""Yes"", ""yes"", ""This"", ""Lar""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is there a fountain in front of the building?,Answer:,Answer with one word: Is there a fountain in front of the building? Is there a fountain in front of the building? Answer:,no,"[""Yes"", ""There"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is the sun shining?,Answer:,Answer with one word: Is the sun shining? Is the sun shining? Answer:,yes,"[""Yes"", ""yes"", ""Sun"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is this a church?,Answer:,Answer with one word: Is this a church? Is this a church? Answer:,yes,"[""Yes"", ""Church"", ""Not"", ""This""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Are there clouds visible?,Answer:,Answer with one word: Are there clouds visible? Are there clouds visible? Answer:,no,"[""Yes"", ""Are"", ""There"", ""None""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is this a sunny day?,Answer:,Answer with one word: Is this a sunny day? Is this a sunny day? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Are the hedges well-groomed?,Answer:,Answer with one word: Are the hedges well-groomed? Are the hedges well-groomed? Answer:,no,"[""Yes"", ""Are"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Does the building in the back have an elevator?,Answer:,Answer with one word: Does the building in the back have an elevator? Does the building in the back have an elevator? Answer:,no,"[""Yes"", ""Does"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Do you a phone booth?,Answer:,Answer with one word: Do you a phone booth? Do you a phone booth? Answer:,no,"[""Yes"", ""What"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Are the buildings tall?,Answer:,Answer with one word: Are the buildings tall? Are the buildings tall? Answer:,yes,"[""Yes"", ""Are"", ""yes"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is the clock between two arches?,Answer:,Answer with one word: Is the clock between two arches? Is the clock between two arches? Answer:,no,"[""Yes"", ""yes"", ""True"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Are there any entrance gates at the bottom of the tower?,Answer:,Answer with one word: Are there any entrance gates at the bottom of the tower? Are there any entrance gates at the bottom of the tower? Answer:,no,"[""Yes"", ""Are"", ""There"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is the building a high rise?,Answer:,Answer with one word: Is the building a high rise? Is the building a high rise? Answer:,no,"[""Yes"", ""Not"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is part of this tower made of wood?,Answer:,Answer with one word: Is part of this tower made of wood? Is part of this tower made of wood? Answer:,yes,"[""Yes"", ""Part"", ""yes"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Can the tree tell time?,Answer:,Answer with one word: Can the tree tell time? Can the tree tell time? Answer:,no,"[""Yes"", ""Can"", ""Sure"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is the emblem a sun face clock?,Answer:,Answer with one word: Is the emblem a sun face clock? Is the emblem a sun face clock? Answer:,yes,"[""Yes"", ""Sun"", ""yes"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
yes/no,Is the ram's fleece dirty?,Answer:,Answer with one word: Is the ram's fleece dirty? Is the ram's fleece dirty? Answer:,no,"[""Yes"", ""yes"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg
yes/no,Is there a travel guide on the table?,Answer:,Answer with one word: Is there a travel guide on the table? Is there a travel guide on the table? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg
yes/no,Is there snow?,Answer:,Answer with one word: Is there snow? Is there snow? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg
yes/no,Is it summer?,Answer:,Answer with one word: Is it summer? Is it summer? Answer:,no,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg
yes/no,Is the picture in color?,Answer:,Answer with one word: Is the picture in color? Is the picture in color? Answer:,yes,"[""Yes"", ""yes"", ""True"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg
yes/no,Is there a dog in the photo?,Answer:,Answer with one word: Is there a dog in the photo? Is there a dog in the photo? Answer:,yes,"[""Yes"", ""yes"", ""There"", ""Sure""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg
yes/no,Is the dog on a leash?,Answer:,Answer with one word: Is the dog on a leash? Is the dog on a leash? Answer:,yes,"[""Yes"", ""yes"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg
yes/no,Are all of the birds in flight?,Answer:,Answer with one word: Are all of the birds in flight? Are all of the birds in flight? Answer:,no,"[""Yes"", ""Are"", ""Some"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg
yes/no,Are there three birds in the picture?,Answer:,Answer with one word: Are there three birds in the picture? Are there three birds in the picture? Answer:,yes,"[""Yes"", ""Are"", ""There"", ""One""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg
yes/no,Is this a dog?,Answer:,Answer with one word: Is this a dog? Is this a dog? Answer:,no,"[""Yes"", ""This"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg
yes/no,Is this a winter scene?,Answer:,Answer with one word: Is this a winter scene? Is this a winter scene? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg
yes/no,Is the water frozen?,Answer:,Answer with one word: Is the water frozen? Is the water frozen? Answer:,yes,"[""Yes"", ""yes"", ""True"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg
yes/no,Is that a laptop on the chair?,Answer:,Answer with one word: Is that a laptop on the chair? Is that a laptop on the chair? Answer:,yes,"[""Yes"", ""yes"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131208.jpg
yes/no,Is Cingular a sponsor of this field?,Answer:,Answer with one word: Is Cingular a sponsor of this field? Is Cingular a sponsor of this field? Answer:,yes,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg
yes/no,Is this a conventional kitchen?,Answer:,Answer with one word: Is this a conventional kitchen? Is this a conventional kitchen? Answer:,no,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000138.jpg
yes/no,Is the area lit?,Answer:,Answer with one word: Is the area lit? Is the area lit? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg
yes/no,Are the vases identical?,Answer:,Answer with one word: Are the vases identical? Are the vases identical? Answer:,no,"[""Yes"", ""Are"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg
yes/no,Are these the normal size pieces of pizza?,Answer:,Answer with one word: Are these the normal size pieces of pizza? Are these the normal size pieces of pizza? Answer:,yes,"[""Yes"", ""Are"", ""What"", ""They""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg
yes/no,Could you eat all of this pizza?,Answer:,Answer with one word: Could you eat all of this pizza? Could you eat all of this pizza? Answer:,no,"[""Yes"", ""Could"", ""Sure"", ""Can""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg
yes/no,Is there broccoli on a slice of pizza?,Answer:,Answer with one word: Is there broccoli on a slice of pizza? Is there broccoli on a slice of pizza? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg
yes/no,Is there an animal that seems to stick out?,Answer:,Answer with one word: Is there an animal that seems to stick out? Is there an animal that seems to stick out? Answer:,no,"[""Yes"", ""There"", ""yes"", ""One""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg
yes/no,Is this in a zoo?,Answer:,Answer with one word: Is this in a zoo? Is this in a zoo? Answer:,no,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg
yes/no,Is this in a desert?,Answer:,Answer with one word: Is this in a desert? Is this in a desert? Answer:,yes,"[""Yes"", ""yes"", ""This"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg
yes/no,Is this a banana toast?,Answer:,Answer with one word: Is this a banana toast? Is this a banana toast? Answer:,yes,"[""Yes"", ""yes"", ""Ban"", ""This""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg
yes/no,Are the people playing a game?,Answer:,Answer with one word: Are the people playing a game? Are the people playing a game? Answer:,no,"[""Yes"", ""Are"", ""yes"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg
yes/no,Is the TV turned on?,Answer:,Answer with one word: Is the TV turned on? Is the TV turned on? Answer:,yes,"[""Yes"", ""yes"", ""Turn"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg
yes/no,Is this person watching a movie?,Answer:,Answer with one word: Is this person watching a movie? Is this person watching a movie? Answer:,yes,"[""Yes"", ""yes"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg
yes/no,Is one of the giraffes eating?,Answer:,Answer with one word: Is one of the giraffes eating? Is one of the giraffes eating? Answer:,yes,"[""Yes"", ""One"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg
yes/no,Is it daytime?,Answer:,Answer with one word: Is it daytime? Is it daytime? Answer:,yes,"[""Yes"", ""yes"", ""Day"", ""Sure""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg
yes/no,Are the kickstands down?,Answer:,Answer with one word: Are the kickstands down? Are the kickstands down? Answer:,yes,"[""Yes"", ""Are"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg
yes/no,Do you see any motorcycle helmets?,Answer:,Answer with one word: Do you see any motorcycle helmets? Do you see any motorcycle helmets? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393362.jpg
yes/no,Is the kite high in the air?,Answer:,Answer with one word: Is the kite high in the air? Is the kite high in the air? Answer:,yes,"[""Yes"", ""yes"", ""True"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg
yes/no,Is the sky clear?,Answer:,Answer with one word: Is the sky clear? Is the sky clear? Answer:,no,"[""Yes"", ""Not"", ""False"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg
yes/no,Are the people flying kites?,Answer:,Answer with one word: Are the people flying kites? Are the people flying kites? Answer:,yes,"[""Yes"", ""Are"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg
yes/no,Can you see any fish?,Answer:,Answer with one word: Can you see any fish? Can you see any fish? Answer:,no,"[""Yes"", ""Can"", ""None"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg
yes/no,Is this man swimming?,Answer:,Answer with one word: Is this man swimming? Is this man swimming? Answer:,no,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg
yes/no,Is he turning?,Answer:,Answer with one word: Is he turning? Is he turning? Answer:,no,"[""Yes"", ""Turn"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg
yes/no,Does the man have short hair?,Answer:,Answer with one word: Does the man have short hair? Does the man have short hair? Answer:,yes,"[""Yes"", ""Does"", ""yes"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000471373.jpg
yes/no,Is the bus featured in this picture typical?,Answer:,Answer with one word: Is the bus featured in this picture typical? Is the bus featured in this picture typical? Answer:,no,"[""Yes"", ""Not"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg
yes/no,Is this the latest make and model?,Answer:,Answer with one word: Is this the latest make and model? Is this the latest make and model? Answer:,no,"[""Yes"", ""Not"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg
yes/no,Are there any building in the area?,Answer:,Answer with one word: Are there any building in the area? Are there any building in the area? Answer:,yes,"[""Yes"", ""Are"", ""There"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg
yes/no,Is there a fence in the background?,Answer:,Answer with one word: Is there a fence in the background? Is there a fence in the background? Answer:,no,"[""Yes"", ""There"", ""None"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
yes/no,Is the zebra's tail up?,Answer:,Answer with one word: Is the zebra's tail up? Is the zebra's tail up? Answer:,no,"[""Yes"", ""yes"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
yes/no,Are they the same type of animal?,Answer:,Answer with one word: Are they the same type of animal? Are they the same type of animal? Answer:,yes,"[""Yes"", ""Are"", ""yes"", ""They""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
yes/no,Are all zebras facing the same way?,Answer:,Answer with one word: Are all zebras facing the same way? Are all zebras facing the same way? Answer:,no,"[""Yes"", ""Are"", ""All"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
yes/no,Are the zebras running?,Answer:,Answer with one word: Are the zebras running? Are the zebras running? Answer:,no,"[""Yes"", ""Are"", ""They"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
